gene_id	synonym
LOC110467847	LOC110467847
LOC110467855	MLRN_1
LOC110467856	LOC110467856
LOC110467858	LOC110467858
LOC110467859	LOC110467859
LOC110468461	LOC110468461
LOC110468463	LOC110468463
LOC110469233	LOC110469233
LOC110469679	LOC110469679
BLOC1S4	BLOC1S4
LOC110469695	LOC110469695
LOC110469698	LOC110469698
LOC110469703	DNAH5_0
LOC110469722	PCBP3_0
LOC110469727	LOC110469727
LOC110469733	LOC110469733
LOC110469737	LOC110469737
LOC110469740	LOC110469740
LOC110469742	LOC110469742
LOC110469744	LOC110469744
LOC110469750	LOC110469750
LOC110469821	LOC110469821
LOC110469822	LOC110469822
LOC110470876	CYB5A
LOC110470883	LOC110470883
LOC110470892	LOC110470892
LOC110470897	LOC110470897
LOC110472625	TMEM14C_2
BLOC1S5	BLOC1S5
LOC110472737	LOC110472737
LOC110472824	LOC110472824
LOC110472849	LOC110472849
LOC110472877	GCM2_0
LOC110472888	LOC110472888
LOC110472924	LOC110472924
LOC110473715	LOC110473715
LOC110473716	LOC110473716
LOC110473721	TBC1D7
LOC110474739	LOC110474739
LOC110474741	SBK2
LOC110474743	LOC110474743
LOC110475976	LOC110475976
LOC110479510	LOC110479510
LOC110479520	LOC110479520
LOC110479522	LOC110479522
LOC110479524	LOC110479524
LOC110479525	LOC110479525
LOC110479530	LOC110479530
LOC110479532	LOC110479532
LOC110480138	POL_5
LOC110482340	LOC110482340
LOC110482352	LOC110482352
LOC110482353	LOC110482353
LOC110482368	LOC110482368
LOC110483196	TRNAU1APL
LOC110483439	GYAR
LOC110483445	LOC110483445
LOC110483451	LOC110483451
LOC110483455	LOC110483455
LOC110483456	LOC110483456
LOC110483460	LOC110483460
LOC110483461	LOC110483461
LOC110483523	TMEM14C_1
LOC110483536	LOC110483536
LOC110483544	LOC110483544
LOC116183178	LOC116183178
LOC116183179	LOC116183179
LOC116183229	LOC116183229
LOC116183230	LOC116183230
LOC116183231	LOC116183231
LOC116183232	LOC116183232
LOC116183233	LOC116183233
LOC116183234	LOC116183234
LOC116183235	LOC116183235
LOC116183236	LOC116183236
LOC116183237	LOC116183237
LOC116183238	LOC116183238
LOC116183239	LOC116183239
LOC116183240	LOC116183240
LOC116183243	LOC116183243
LOC116183244	LOC116183244
LOC116183246	LOC116183246
LOC116183306	LOC116183306
LOC116183307	LOC116183307
LOC116183308	LOC116183308
LOC116183309	LOC116183309
LOC116183310	LOC116183310
LOC116183311	LOC116183311
LOC116183312	LOC116183312
LOC116183313	LOC116183313
LOC116183314	LOC116183314
LOC116183315	LOC116183315
LOC116183316	LOC116183316
LOC116183318	LOC116183318
LOC116183319	LOC116183319
LOC116183320	LOC116183320
LOC116183321	LOC116183321
LOC116183348	LOC116183348
LOC110468125	MEP1B
LOC110468128	LOC110468128
LOC110468129	LOC110468129
LOC110468130	LOC110468130
LOC110468134	RAB10_1
LOC110468135	DSG2
LOC110468136	LOC110468136
LOC110468137	LOC110468137
LOC110468138	LOC110468138
LOC110468139	DSG4
LOC110470065	POP1_1
LOC110470070	COX6C2
LOC110470084	LOC110470084
ELOC	TCEB1
LOC110470739	LOC110470739
LOC110473756	EPT1
LOC110473758	LOC110473758
LOC110477417	CA2
LOC110477439	LOC110477439
LOC110477443	RNF41
LOC110477455	UQCRB
LOC110477470	CADN_1
LOC110477474	POP1_0
LOC110477475	CA3_0
LOC110477476	CA3_1
LOC110477478	LOC110477478
LOC110477481	LOC110477481
LOC110477483	LOC110477483
LOC110477484	CA13_1
LOC110478220	LOC110478220
LOC110478221	LOC110478221
LOC110479268	ATP6V1C1
LOC110481122	ATP6V1C1_1
LOC110481124	LOC110481124
LOC110481126	LOC110481126
LOC110481127	LOC110481127
LOC110481754	PRDM14_1
LOC110481778	LOC110481778
LOC110481779	LOC110481779
LOC110481780	LOC110481780
LOC110481782	FABP5
LOC110481785	CA13_0
LOC110481786	LOC110481786
LOC110481792	LOC110481792
LOC110481794	LOC110481794
LOC110481798	LOC110481798
LOC110481808	LOC110481808
LOC110482342	LOC110482342
LOC110482358	LOC110482358
LOC110482359	LOC110482359
LOC110482360	LAMA3
LOC110482364	LOC110482364
LOC110482366	LOC110482366
LOC110482367	LOC110482367
LOC110482372	LOC110482372
LOC110482385	LOC110482385
LOC110484723	SGK3
LOC110484733	LOC110484733
LOC110484735	CYP7B1
LOC110484736	LOC110484736
LOC110484743	ASPH
LOC110484757	SDR16C5
LOC110484762	LOC110484762
LOC110484765	LOC110484765
LOC110484766	LOC110484766
LOC110484780	LOC110484780
LOC110484786	LOC110484786
LOC110484787	LOC110484787
LOC110484788	CYP7A1
LOC110484792	LOC110484792
LOC110484794	LOC110484794
LOC110484795	LOC110484795
LOC110484797	LOC110484797
LOC110484798	LOC110484798
LOC110484801	LOC110484801
LOC110484803	SDR16C5
LOC110484804	KIF20A
LOC110484805	LOC110484805
LOC116183121	LOC116183121
LOC116183180	LOC116183180
LOC116183247	LOC116183247
LOC116183249	LOC116183249
LOC116183250	LOC116183250
LOC116183251	LOC116183251
LOC116183252	LOC116183252
LOC116183253	LOC116183253
LOC116183255	LOC116183255
LOC116183256	LOC116183256
LOC116183257	LOC116183257
LOC116183258	LOC116183258
LOC116183259	LOC116183259
LOC116183322	LOC116183322
LOC116183323	LOC116183323
LOC116183324	LOC116183324
LOC116183325	LOC116183325
LOC116183326	LOC116183326
LOC116183327	LOC116183327
LOC116183328	LOC116183328
LOC116183345	LOC116183345
LOC116183349	LOC116183349
LOC110471398	LOC110471398
LOC110471663	LOC110471663
LOC110471665	LOC110471665
LOC110475162	GPIHBP1
LOC110475163	CYLD_0
LOC110475166	LY6E_0
LOC110475168	PLCG1
LOC110475170	LY6E_1
LOC110476979	LOC110476979
LOC110476981	LOC110476981
LOC110476993	LOC110476993
LOC110476996	LOC110476996
LOC110477001	LOC110477001
LOC110477010	LOC110477010
LOC110477011	LOC110477011
LOC110478056	LOC110478056
LOC110478057	LOC110478057
LOC110478062	LOC110478062
LOC110478067	MACF1_0
LOC110478075	MADPRT_0
LOC110478076	NRT2_0
LOC110478077	ART1
LOC110479289	LOC110479289
LOC110479303	LOC110479303
LOC110479305	LOC110479305
LOC110479307	LOC110479307
LOC110479326	LOC110479326
LOC110479457	LOC110479457
LOC110479458	LOC110479458
LOC110479459	DGAT1
LOC110479460	HSF1
LOC110479462	MROH1_0
LOC110479463	MROH1_1
LOC110479464	LOC110479464
LOC110479465	LOC110479465
LOC110479466	LOC110479466
LOC110479468	LOC110479468
LOC110479469	CYC1
LOC110479470	SCX_1
LOC110479471	LOC110479471
LOC110479472	LOC110479472
LOC110480155	LOC110480155
LOC110480280	LOC110480280
LOC110480284	LOC110480284
LOC110480285	CYLD_1
LOC110480286	KRFB_9
LOC110480287	LOC110480287
LOC110480288	KRFB_13
LOC110480289	KRFB_5
LOC110480291	KRFB_16
LOC110480294	KRFB_11
LOC110480295	KRFB_15
LOC110480296	KRFB_14
LOC110480297	KRFB_7
LOC110480298	KRFB_17
LOC110480299	KRFB_20
LOC110480300	KRFB_10
LOC110480301	LOC110480301
LOC110481094	LOC110481094
LOC110481095	LOC110481095
LOC110481096	LOC110481096
LOC110481661	LOC110481661
LOC110481827	LOC110481827
LOC110482561	LOC110482561
LOC110482562	BOP1
LOC110482563	LOC110482563
LOC116183099	LOC116183099
LOC116183181	LOC116183181
LOC116183182	LOC116183182
LOC116183260	LOC116183260
LOC116183263	LOC116183263
LOC116183264	LOC116183264
LOC116183265	LOC116183265
LOC116183266	LOC116183266
LOC116183267	LOC116183267
LOC116183268	LOC116183268
LOC116183270	LOC116183270
LOC116183271	LOC116183271
LOC116183272	LOC116183272
LOC116183273	LOC116183273
LOC116183274	LOC116183274
LOC116183275	LOC116183275
LOC116183278	LOC116183278
LOC116183279	LOC116183279
LOC116183329	LOC116183329
LOC116183330	LOC116183330
LOC116183331	LOC116183331
LOC116183332	LOC116183332
LOC116183333	LOC116183333
LOC116183334	LOC116183334
LOC116183335	LOC116183335
LOC116183336	LOC116183336
LOC116183337	LOC116183337
LOC116183338	LOC116183338
LOC116183339	LOC116183339
LOC116183340	LOC116183340
LOC116183341	LOC116183341
LOC116183342	LOC116183342
LOC116183343	LOC116183343
LOC116183351	LOC116183351
LOC110468468	LOC110468468
LOC110468482	LOC110468482
LOC110468484	LOC110468484
LOC110468487	LOC110468487
LOC110469259	LOC110469259
LOC110469269	LOC110469269
LOC110472802	PACS1
LOC110472819	ANKRD9
LOC110472823	TMEM121_0
LOC110472831	LOC110472831
LOC110472835	SPDYA_1
LOC110473958	CUL9
LOC110473961	LOC110473961
LOC110473962	HEBP1_0
LOC110473963	LOC110473963
LOC110473967	LOC110473967
LOC110473975	LOC110473975
LOC110474834	LOC110474834
LOC110474837	LOC110474837
LOC110474841	SRSF7_1
LOC110474848	NINL
LOC110474851	LOC110474851
LOC110474861	LOC110474861
LOC110474862	LOC110474862
LOC110474866	LOC110474866
LOC110475799	LOC110475799
LOC110475823	LOC110475823
LOC110475826	PET117
LOC110475831	LOC110475831
LOC110475856	TRMT61B_1
LOC110476639	LOC110476639
LOC110476643	DAAM2
LOC110477500	LOC110477500
LOC110477506	LOC110477506
LOC110477510	LEFTY2
LOC110478019	FBXO28_0
LOC110478028	LOC110478028
LOC110479102	LOC110479102
LOC110479103	LOC110479103
LOC110479266	COX7A2L
LOC110479267	LOC110479267
LOC110479484	ACR_3
LOC110479953	LOC110479953
LOC110479956	LOC110479956
LOC110479957	LOC110479957
LOC110481825	MYH6_2
LOC110482761	LOC110482761
LOC110482817	LOC110482817
LOC110482856	LOC110482856
LOC110482962	LOC110482962
LOC110482988	MARC2
LOC110482998	ACR_7
LOC110483008	LOC110483008
LOC110483013	LOC110483013
LOC110483020	LOC110483020
LOC110483037	LOC110483037
LOC110483085	LOC110483085
LOC110483216	FBXO28_1
LOC110484873	LOC110484873
LOC110484888	LOC110484888
LOC110484889	LOC110484889
LOC110484900	SMEK2_1
LOC110484902	LOC110484902
LOC110484903	LOC110484903
LOC110484904	LOC110484904
LOC116183353	LOC116183353
LOC116183354	LOC116183354
LOC116183355	LOC116183355
LOC116183356	LOC116183356
LOC116183357	LOC116183357
LOC116183358	LOC116183358
LOC116183359	LOC116183359
LOC116183360	LOC116183360
LOC116183361	LOC116183361
LOC116183362	LOC116183362
LOC116183363	LOC116183363
LOC116183364	LOC116183364
LOC116183365	LOC116183365
LOC116183366	LOC116183366
LOC116183367	LOC116183367
LOC116183368	LOC116183368
LOC116183369	LOC116183369
LOC116183370	LOC116183370
LOC116183451	LOC116183451
LOC116183452	LOC116183452
LOC116183453	LOC116183453
LOC116183454	LOC116183454
LOC116183455	LOC116183455
LOC116183456	LOC116183456
LOC116183457	LOC116183457
LOC116183458	LOC116183458
LOC116183459	LOC116183459
LOC116183460	LOC116183460
LOC116183461	LOC116183461
LOC116183511	LOC116183511
LOC116183515	LOC116183515
LOC116183518	LOC116183518
LOC116183519	LOC116183519
LOC116183520	LOC116183520
LOC116183528	LOC116183528
LOC110468846	SASH1
LOC110468855	LOC110468855
LOC110468856	LOC110468856
LOC110468874	COA6
LOC110468875	SLC35F3
LOC110468921	LOC110468921
LOC110468923	LOC110468923
LOC110468929	LOC110468929
LOC110469084	LOC110469084
LOC110469085	LOC110469085
LOC110469092	LOC110469092
LOC110469093	LOC110469093
LOC110469097	LOC110469097
LOC110469098	LOC110469098
LOC110469099	LOC110469099
LOC110469406	LOC110469406
LOC110469412	LOC110469412
LOC110469413	LOC110469413
LOC110469414	CYP1B1
LOC110474306	LOC110474306
LOC110474311	LOC110474311
LOC110474312	LOC110474312
LOC110474319	LOC110474319
LOC110474320	GZF1_0
LOC110474324	CTNNA2
LOC110474328	LOC110474328
LOC110474333	TLR2-1
LOC110474342	PRORSD1
LOC110475792	CEBPZ
LOC110475793	LOC110475793
LOC110475795	TTLL3_0
LOC110475796	BDH1_0
LOC110475802	LOC110475802
LOC110475803	LOC110475803
LOC110475832	CYT
LOC110475850	LOC110475850
LOC110477512	LOC110477512
LOC110477522	LOC110477522
LOC110477916	EPHX1
LOC110477917	PLG
LOC110477922	LOC110477922
LOC110477925	LOC110477925
LOC110477926	LOC110477926
LOC110477927	LOC110477927
LOC110477928	LOC110477928
LOC110477941	LOC110477941
LOC110477949	LOC110477949
LOC110477952	LOC110477952
LOC110478669	LOC110478669
LOC110480420	LOC110480420
LOC110481669	LOC110481669
LOC110481671	LOC110481671
LOC110481681	ENV_8
LOC110481684	LOC110481684
LOC110481685	LOC110481685
LOC110481690	SPTBN5_0
LOC110481696	LOC110481696
LOC110481703	COX20
LOC110481710	LOC110481710
LOC110481717	LOC110481717
LOC110483304	LOC110483304
LOC110483305	LOC110483305
LOC110483307	LOC110483307
LOC110483312	PERP_0
LOC116183371	LOC116183371
LOC116183373	LOC116183373
LOC116183374	LOC116183374
LOC116183376	LOC116183376
LOC116183377	LOC116183377
LOC116183378	LOC116183378
LOC116183379	LOC116183379
LOC116183380	LOC116183380
LOC116183381	LOC116183381
LOC116183382	LOC116183382
LOC116183383	LOC116183383
LOC116183384	LOC116183384
LOC116183386	LOC116183386
LOC116183388	LOC116183388
LOC116183389	LOC116183389
LOC116183390	LOC116183390
LOC116183392	LOC116183392
LOC116183393	LOC116183393
LOC116183394	LOC116183394
LOC116183395	LOC116183395
LOC116183396	LOC116183396
LOC116183397	LOC116183397
LOC116183399	LOC116183399
LOC116183401	LOC116183401
LOC116183402	LOC116183402
LOC116183444	LOC116183444
LOC116183463	LOC116183463
LOC116183464	LOC116183464
LOC116183465	LOC116183465
LOC116183466	LOC116183466
LOC116183467	LOC116183467
LOC116183468	LOC116183468
LOC116183469	LOC116183469
LOC116183470	LOC116183470
LOC116183472	LOC116183472
LOC116183521	LOC116183521
LOC110468097	LOC110468097
LOC110468098	LOC110468098
LOC110468102	LOC110468102
LOC110470486	LOC110470486
LOC110470487	LOC110470487
LOC110470490	LOC110470490
LOC110470491	LOC110470491
LOC110471443	LOC110471443
LOC110472290	LOC110472290
LOC110472292	LOC110472292
LOC110475913	SERAC1_0
LOC110475926	GTF2H5_0
LOC110476002	LOC110476002
LOC110476003	VNN1
LOC110476004	LOC110476004
LOC110476005	LOC110476005
LOC110476006	LOC110476006
LOC110476010	SLC22A3
LOC110476015	LOC110476015
LOC110476021	LOC110476021
LOC110476044	LOC110476044
LOC110476048	PLG
LOC110476058	LOC110476058
LOC110476061	LOC110476061
LOC110476146	PODNL1
LOC110476535	NR0B2_1
LOC110478569	LOC110478569
LOC110478575	LOC110478575
LOC110478606	LOC110478606
LOC110478648	LOC110478648
LOC110478758	GABRR1
LOC110478919	LOC110478919
LOC110478999	CYB5R4
LOC110479159	LOC110479159
LOC110479169	GABRR2
LOC110479199	LOC110479199
LOC110479666	LOC110479666
LOC110479668	LOC110479668
LOC110479678	LOC110479678
LOC110479679	LOC110479679
LOC110479691	LOC110479691
LOC110479692	LOC110479692
LOC110479693	SLC32A1_1
LOC110479696	SOGA3
LOC110479699	LOC110479699
LOC110479701	LOC110479701
LOC110483319	LOC110483319
LOC110483327	LOC110483327
LOC110483700	LOC110483700
LOC110483715	DDO
LOC110483880	LOC110483880
LOC110483921	LOC110483921
LOC110483970	COX7A2
LOC110484640	LOC110484640
LOC110484656	LOC110484656
LOC110484660	LOC110484660
LOC110484671	GOPC_1
LOC110484675	LOC110484675
LOC116183405	LOC116183405
LOC116183406	LOC116183406
LOC116183408	LOC116183408
LOC116183411	LOC116183411
LOC116183412	LOC116183412
LOC116183413	LOC116183413
LOC116183416	LOC116183416
LOC116183417	LOC116183417
LOC116183418	LOC116183418
LOC116183419	LOC116183419
LOC116183420	LOC116183420
LOC116183421	LOC116183421
LOC116183422	LOC116183422
LOC116183423	LOC116183423
LOC116183424	LOC116183424
LOC116183425	LOC116183425
LOC116183428	LOC116183428
LOC116183429	LOC116183429
LOC116183430	LOC116183430
LOC116183431	LOC116183431
LOC116183433	LOC116183433
LOC116183434	LOC116183434
LOC116183445	LOC116183445
LOC116183446	LOC116183446
LOC116183473	LOC116183473
LOC116183474	LOC116183474
LOC116183475	LOC116183475
LOC116183478	LOC116183478
LOC116183479	LOC116183479
LOC116183480	LOC116183480
LOC116183481	LOC116183481
LOC116183482	LOC116183482
LOC116183483	LOC116183483
LOC116183484	LOC116183484
LOC116183485	LOC116183485
LOC116183486	LOC116183486
LOC116183487	LOC116183487
LOC116183516	LOC116183516
LOC116183517	LOC116183517
LOC116183522	LOC116183522
LOC116183524	LOC116183524
LOC116183525	LOC116183525
LOC110467925	ZP2_0
LOC110467927	NT5C1B
LOC110467928	RDH14
LOC110467967	LOC110467967
LOC110467969	LOC110467969
LOC110467970	LOC110467970
LOC110467971	LOC110467971
LOC110467973	LOC110467973
LOC110467975	LOC110467975
LOC110467976	LOC110467976
LOC110467978	LOC110467978
LOC110467980	LOC110467980
LOC110467982	LOC110467982
LOC110467985	RHOB
LOC110467986	LOC110467986
LOC110467988	LOC110467988
LOC110467989	LOC110467989
LOC110467990	LOC110467990
LOC110468100	LOC110468100
LOC110468934	CRVP
LOC110468935	CRISP2
LOC110468938	CYP2K1
LOC110468941	ZNF91
LOC110468948	LOC110468948
LOC110468950	OPN5_1
LOC110470245	ENPP4_1
LOC110475986	GATA4
LOC110475988	LOC110475988
LOC110475992	TDH
LOC110477397	DRC1
LOC110477402	LOC110477402
LOC110477408	GULO
LOC110477412	LOC110477412
LOC110478441	DTNB
LOC110478452	DTNA
LOC110478489	UCKL1
LOC110478505	LDLRAP1
LOC110478510	RNF19A_1
LOC110479884	LOC110479884
LOC110479888	LOC110479888
LOC110480679	LOC110480679
LOC110480682	LOC110480682
LOC110481222	LOC110481222
LOC110481224	LOC110481224
LOC110481437	GAL2
LOC110481438	LOC110481438
LOC110481439	GATA4_0
LOC110481440	GAL10
LOC110481442	GAL11
LOC110482139	LOC110482139
LOC110482152	LOC110482152
LOC110482153	GSTA3
LOC110482161	LOC110482161
LOC110482162	LOC110482162
LOC110482171	LOC110482171
LOC110482178	LOC110482178
LOC110482180	LOC110482180
LOC110482183	LOC110482183
LOC110482184	LOC110482184
LOC110482188	LOC110482188
LOC110482191	LOC110482191
LOC110482197	TCEB3_0
LOC110482209	ZNF451
LOC110482210	LOC110482210
LOC116183435	LOC116183435
LOC116183436	LOC116183436
LOC116183437	LOC116183437
LOC116183438	LOC116183438
LOC116183439	LOC116183439
LOC116183440	LOC116183440
LOC116183441	LOC116183441
LOC116183442	LOC116183442
LOC116183448	LOC116183448
LOC116183449	LOC116183449
LOC116183488	LOC116183488
LOC116183489	LOC116183489
LOC116183490	LOC116183490
LOC116183491	LOC116183491
LOC116183492	LOC116183492
LOC116183493	LOC116183493
LOC116183494	LOC116183494
LOC116183495	LOC116183495
LOC116183496	LOC116183496
LOC116183498	LOC116183498
LOC116183499	LOC116183499
LOC116183500	LOC116183500
LOC116183501	LOC116183501
LOC116183502	LOC116183502
LOC116183503	LOC116183503
LOC116183504	LOC116183504
LOC116183505	LOC116183505
LOC116183506	LOC116183506
LOC116183507	LOC116183507
LOC116183508	LOC116183508
LOC116183512	LOC116183512
LOC116183513	LOC116183513
LOC116183514	LOC116183514
LOC116183523	LOC116183523
LOC116183526	LOC116183526
LOC116183527	LOC116183527
LOC110468231	LOC110468231
LOC110468232	LOC110468232
LOC110468234	LOC110468234
LOC110468235	LOC110468235
LOC110468236	LOC110468236
LOC110468237	LOC110468237
LOC110468492	LOC110468492
LOC110468493	AGPAT9_1
LOC110468494	AGPAT9_0
LOC110468500	HSD17B11
LOC110468521	LOC110468521
LOC110468524	LOC110468524
LOC110468528	LOC110468528
LOC110468530	LOC110468530
LOC110470127	LOC110470127
LOC110470131	LOC110470131
LOC110470132	EPGN
LOC110470137	LOC110470137
LOC110470149	SCARB2_1
LOC110470152	LOC110470152
LOC110470153	LOC110470153
LOC110470156	COX18
LOC110470161	LOC110470161
LOC110470248	CYP39A1
LOC110470272	LOC110470272
LOC110470273	LOC110470273
LOC110470274	LOC110470274
LOC110470276	LOC110470276
LOC110470277	EVA1A
LOC110470278	LOC110470278
LOC110470279	LOC110470279
LOC110470282	LOC110470282
LOC110470286	LOC110470286
LOC110471174	NDST4
LOC110471177	LOC110471177
LOC110471205	LOC110471205
LOC110471206	LOC110471206
LOC110471209	SCARB2_0
LOC110471210	LOC110471210
LOC110471215	LOC110471215
LOC110471217	LOC110471217
LOC110471218	LEG6
LOC110473775	LOC110473775
LOC110475308	KLHL29
LOC110476552	LOC110476552
LOC110478808	LOC110478808
LOC110480903	LOC110480903
LOC110480905	LOC110480905
LOC110480909	LOC110480909
LOC110480910	LOC110480910
LOC110480912	LOC110480912
LOC110480914	LOC110480914
LOC110480915	LOC110480915
LOC110480917	HERC4
LOC110480920	LOC110480920
LOC110480941	LOC110480941
LOC110480942	ACR_2
LOC110480944	SLC10A7
LOC110480945	LOC110480945
LOC110480951	FAM13A_2
LOC110482328	LOC110482328
LOC110484347	LOC110484347
LOC110484348	LOC110484348
LOC110484350	LOC110484350
LOC110484351	LOC110484351
LOC110484352	LOC110484352
LOC110484353	LOC110484353
LOC110484354	LOC110484354
LOC110484355	LOC110484355
LOC110484356	NDST3
LOC110484369	CETN1
LOC110484370	LOC110484370
LOC116183450	LOC116183450
LOC116183509	LOC116183509
LOC116183510	LOC116183510
LOC116183551	LOC116183551
LOC116183553	LOC116183553
LOC116183555	LOC116183555
LOC116183556	LOC116183556
LOC116183557	LOC116183557
LOC116183558	LOC116183558
LOC116183559	LOC116183559
LOC116183561	LOC116183561
LOC116183562	LOC116183562
LOC116183563	LOC116183563
LOC116183564	LOC116183564
LOC116183565	LOC116183565
LOC116183586	LOC116183586
LOC116183587	LOC116183587
LOC116183588	LOC116183588
LOC116183589	LOC116183589
LOC116183590	LOC116183590
LOC116183591	LOC116183591
LOC116183592	LOC116183592
LOC116183596	LOC116183596
LOC116183597	LOC116183597
LOC116183598	LOC116183598
LOC116183599	LOC116183599
LOC116183602	LOC116183602
LOC116183624	LOC116183624
LOC110467554	LOC110467554
LOC110467584	LOC110467584
LOC110468001	LOC110468001
LOC110468002	LOC110468002
LOC110468010	LOC110468010
LOC110468015	LOC110468015
LOC110468020	LOC110468020
LOC110468021	CYP2U1
LOC110468024	LOC110468024
LOC110468239	LOC110468239
LOC110470515	LOC110470515
LOC110470518	LOC110470518
LOC110470520	LOC110470520
CLOCK	CLOCK
LOC110471149	LOC110471149
LOC110471158	LOC110471158
LOC110471165	LOC110471165
LOC110471710	UGT2B18
LOC110471711	SULT1D1
LOC110471723	RNL2
LOC110471724	LOC110471724
LOC110471725	LOC110471725
LOC110471733	LRP1
LOC110471736	TMPRSS11A
LOC110471737	SULT1B1_0
LOC110471738	SULT1B1_1
LOC110471777	AIRC
LOC110473747	LOC110473747
LOC110473748	LOC110473748
LOC110473749	LOC110473749
LOC110473750	LOC110473750
LOC110473754	LOC110473754
LOC110474933	LOC110474933
LOC110474988	LOC110474988
LOC110475431	LOC110475431
LOC110475432	LOC110475432
LOC110478224	LOC110478224
LOC110478226	LOC110478226
LOC110478227	LOC110478227
LOC110481211	LOC110481211
LOC110481571	OPN4_0
LOC110481578	ADH1C
LOC110481579	LOC110481579
LOC110481580	LOC110481580
LOC110481581	LOC110481581
LOC110481582	LOC110481582
LOC110481583	LOC110481583
LOC110481586	LOC110481586
LOC110481587	LOC110481587
LOC110481588	LOC110481588
LOC110481589	LOC110481589
LOC110481596	H2AFZ
LOC110483273	LOC110483273
LOC110483311	ATP6V0E2_1
LOC110483361	LOC110483361
LOC110484694	CD027
LOC110484732	LOC110484732
LOC110484737	LOC110484737
LOC110484827	TXK
LOC110484840	LOC110484840
LOC110484886	LOC110484886
LOC110484914	GTF2E1_1
LOC110484918	CYP4V2
LOC110484937	LOC110484937
LOC110484941	ENTPD7_1
LOC110484959	LOC110484959
LOC110484981	LOC110484981
LOC110484987	LOC110484987
LOC110485016	LOC110485016
LOC110485023	LOC110485023
LOC110485070	LOC110485070
LOC110485076	LOC110485076
LOC116183529	LOC116183529
LOC116183566	LOC116183566
LOC116183567	LOC116183567
LOC116183568	LOC116183568
LOC116183569	LOC116183569
LOC116183570	LOC116183570
LOC116183571	LOC116183571
LOC116183603	LOC116183603
LOC116183604	LOC116183604
LOC116183606	LOC116183606
LOC116183607	LOC116183607
LOC116183608	LOC116183608
LOC116183609	LOC116183609
LOC116183611	LOC116183611
LOC116183612	LOC116183612
LOC116183613	LOC116183613
LOC116183614	LOC116183614
LOC116183615	LOC116183615
LOC116183616	LOC116183616
LOC116183617	LOC116183617
LOC116183618	LOC116183618
LOC116183619	LOC116183619
LOC116183620	LOC116183620
LOC116183621	LOC116183621
LOC116183622	LOC116183622
LOC116183625	LOC116183625
LOC116183627	LOC116183627
LOC116183628	LOC116183628
LOC110468688	RDH12
LOC110468696	LZTS3_0
LOC110468699	LOC110468699
LOC110468706	LOC110468706
LOC110468709	HTR7
LOC110468710	LOC110468710
LOC110468712	CYP26B1
LOC110468714	EBF4
LOC110468728	LOC110468728
LOC110468730	RHOBTB1_0
LOC110468735	LOC110468735
LOC110468736	LOC110468736
LOC110468737	DOCK2_0
LOC110468741	LOC110468741
LOC110472016	LOC110472016
LOC110472019	LOC110472019
LOC110472022	TLR10
LOC110473264	CCDC42
LOC110473268	LOC110473268
LOC110473269	HAUS3_0
LOC110473270	LOC110473270
LOC110473271	LOC110473271
LOC110473272	SLBP_1
LOC110473273	LOC110473273
LOC110473276	TMED11
LOC110473278	LOC110473278
LOC110473279	LOC110473279
LOC110473282	LOC110473282
LOC110473283	LOC110473283
LOC110473284	LOC110473284
LOC110473294	LOC110473294
LOC110473306	CHMP3
LOC110473311	HRH2_0
LOC110474557	LOC110474557
LOC110476867	LOC110476867
LOC110476874	TM9SF2_0
LOC110476875	LOC110476875
LOC110476876	LOC110476876
LOC110480053	LOC110480053
LOC110480054	LOC110480054
LOC110480055	ADAM33
LOC110480656	GFRA4_0
LOC110480657	LOC110480657
LOC110481559	NOT2
LOC110481860	LOC110481860
LOC110481863	LOC110481863
LOC110481873	LOC110481873
LOC110481874	LOC110481874
LOC110481878	CCL5_0
LOC110481881	LOC110481881
LOC110481887	LOC110481887
LOC110481888	HAUS3_1
LOC110481896	LOC110481896
LOC110481900	LOC110481900
LOC110484004	LOC110484004
LOC110484005	LOC110484005
LOC110484008	CD38
LOC110484009	LOC110484009
LOC110484011	LOC110484011
LOC110484012	LOC110484012
LOC110484015	LOC110484015
LOC110484023	LOC110484023
LOC110484030	LOC110484030
LOC110484036	CC2D2A
LOC110484039	BST1
LOC110484058	LOC110484058
LOC116183530	LOC116183530
LOC116183531	LOC116183531
LOC116183532	LOC116183532
LOC116183533	LOC116183533
LOC116183534	LOC116183534
LOC116183537	LOC116183537
LOC116183538	LOC116183538
LOC116183539	LOC116183539
LOC116183540	LOC116183540
LOC116183541	LOC116183541
LOC116183542	LOC116183542
LOC116183543	LOC116183543
LOC116183544	LOC116183544
LOC116183545	LOC116183545
LOC116183546	LOC116183546
LOC116183547	LOC116183547
LOC116183548	LOC116183548
LOC116183549	LOC116183549
LOC116183550	LOC116183550
LOC116183573	LOC116183573
LOC116183574	LOC116183574
LOC116183575	LOC116183575
LOC116183576	LOC116183576
LOC116183577	LOC116183577
LOC116183578	LOC116183578
LOC116183579	LOC116183579
LOC116183580	LOC116183580
LOC116183583	LOC116183583
LOC116183585	LOC116183585
LOC116183626	LOC116183626
LOC116183629	LOC116183629
LOC116183630	LOC116183630
LOC116183631	LOC116183631
LOC116183665	LOC116183665
LOC110467894	KCTD12_1
LOC110467912	KLF5_0
LOC110469600	LOC110469600
LOC110469601	LOC110469601
LOC110469602	LOC110469602
LOC110469603	LOC110469603
LOC110469612	F9_0
LOC110471132	LOC110471132
