gene_id	synonym
LOC110471139	CNKSR2_0
LOC110474352	P2RY10_0
LOC110474354	TAF9
LOC110474359	DGAT2
LOC110474361	LOC110474361
LOC110474364	LOC110474364
LOC110474371	FNDC3A_1
LOC110474376	LOC110474376
LOC110474378	P2RY10_1
LOC110474379	INPPL1A
LOC110474380	WNT11B-2
LOC110474381	LRRC32_1
LOC110476977	LOC110476977
LOC110477799	TMEM182_0
LOC110477800	LOC110477800
LOC110477801	LOC110477801
LOC110477803	LOC110477803
LOC110477807	LOC110477807
LOC110477955	SUA5
LOC110477957	IRG1
LOC110477959	EXOC1_0
LOC110477961	CLCN5
LOC110477964	EDNRB
LOC110477965	POLR1D
LOC110477966	SLAIL
LOC110477968	MARS2
LOC110477969	LOC110477969
LOC110477970	LOC110477970
LOC110477974	LOC110477974
LOC110477975	TNFSF10
LOC110477976	LOC110477976
LOC110477978	BRN3
LOC110477981	LOC110477981
LOC110477982	KCTD12_0
LOC110477983	LOC110477983
LOC110477984	LOC110477984
LOC110477985	LOC110477985
LOC110480060	CLIC2
LOC110480070	LOC110480070
LOC110480072	LOC110480072
LOC110480073	EVA1C
LOC110480081	LOC110480081
LOC110480082	TSSK2
LOC110480085	LOC110480085
LOC110480091	LOC110480091
LOC110480094	RBMX2
LOC110480095	LOC110480095
LOC110480098	MID2
LOC110480104	SYTL2_0
LOC110480108	PICALM_1
LOC110480111	LOC110480111
LOC110480115	LOC110480115
LOC110480117	LOC110480117
LOC110480121	PAK3_1
LOC110480125	LOC110480125
LOC110480127	LOC110480127
LOC110480133	LOC110480133
LOC110480432	LOC110480432
LOC110480441	LOC110480441
LOC110480443	LOC110480443
LOC110480444	LOC110480444
LOC110480450	COMMD5
LOC110480451	HSF3
LOC110480452	GPR83_1
LOC110480457	LOC110480457
LOC110480458	LOC110480458
LOC110480464	NYX_1
LOC110480467	GPR83_0
LOC110480470	LOC110480470
LOC110480474	FAM122A_0
LOC110480482	FDX1_0
LOC110480485	ARHGAP20_1
LOC110480495	LOC110480495
LOC110480499	DDX26B
LOC110480505	LOC110480505
LOC110481839	LOC110481839
LOC110482647	PCDH11X_0
LOC110482932	LOC110482932
LOC116183633	LOC116183633
LOC116183634	LOC116183634
LOC116183635	LOC116183635
LOC116183636	LOC116183636
LOC116183640	LOC116183640
LOC116183642	LOC116183642
LOC116183643	LOC116183643
LOC116183645	LOC116183645
LOC116183646	LOC116183646
LOC116183647	LOC116183647
LOC116183650	LOC116183650
LOC116183651	LOC116183651
LOC116183662	LOC116183662
LOC116183664	LOC116183664
LOC110467865	GABRB4
LOC110467866	PAK3_2
LOC110467882	WASF3_0
LOC110467883	USP12_1
LOC110467884	FIP1L1
LOC110467886	KDRL
LOC110467891	LOC110467891
LOC110467892	RRAGA
LOC110467893	LOC110467893
LOC110467896	LNX2_0
LOC110467897	LOC110467897
LOC110467899	LOC110467899
LOC110467900	SOX3
LOC110467901	ALG13
LOC110467902	COX7B
LOC110467904	LOC110467904
LOC110467905	LOC110467905
LOC110467906	GPR12_0
LOC110467907	LOC110467907
LOC110467910	LOC110467910
LOC110469785	LOC110469785
LOC110469787	APOPT1
LOC110469797	LOC110469797
LOC110469798	INF2
LOC110469803	LOC110469803
LOC110469804	LOC110469804
LOC110469806	EXOC3L4_0
LOC110472627	GABRG4
LOC110472629	FATE1
LOC110472637	GLRA4
LOC110472641	NIPA2_0
LOC110472657	RHOG_1
LOC110472661	LOC110472661
LOC110472666	SESN3
LOC110472673	GABRA3
LOC110472684	NCBP2_1
LOC110472685	ZP3
LOC110472688	LOC110472688
LOC110472689	AIPL1
LOC110472690	F8A1
LOC110473479	LOC110473479
LOC110473485	LOC110473485
LOC110473486	LOC110473486
LOC110473490	LOC110473490
LOC110474763	LOC110474763
LOC110474769	LOC110474769
LOC110476427	EXOC3L4_1
LOC110477048	LOC110477048
LOC110477050	FAM179B
LOC110477054	HEBP2
LOC110479473	LOC110479473
LOC110479637	LOC110479637
LOC110479638	KCNK17_1
LOC110479890	FYTTD1_0
LOC110479895	LOC110479895
LOC110481152	LOC110481152
LOC110481155	LOC110481155
LOC110481157	LOC110481157
LOC110481162	ALMS
LOC110481165	CYP46A1
LOC110481168	SERPINA3
LOC110481171	LOC110481171
LOC110481174	HSP90AA1_2
LOC110481176	LOC110481176
LOC110481181	A1AF
LOC110481185	PKDCC_1
LOC110481188	LOC110481188
LOC110481191	LOC110481191
LOC110481943	AHNAK2
LOC110484082	LOC110484082
LOC110484091	LOC110484091
LOC110484093	SERTAD2
LOC110484103	ITPRIPL1_2
LOC110484104	SYNE2
LOC110484121	LOC110484121
LOC110484122	LOC110484122
LOC116183114	LOC116183114
LOC116183638	LOC116183638
LOC116183639	LOC116183639
LOC116183652	LOC116183652
LOC116183658	LOC116183658
LOC116183659	LOC116183659
LOC116183660	LOC116183660
LOC116183661	LOC116183661
LOC116183663	LOC116183663
LOC116183666	LOC116183666
LOC116183667	LOC116183667
LOC116183668	LOC116183668
LOC116183674	LOC116183674
LOC116183677	LOC116183677
LOC116183699	LOC116183699
LOC116183700	LOC116183700
LOC116183702	LOC116183702
LOC116183703	LOC116183703
LOC116183704	LOC116183704
LOC116183706	LOC116183706
LOC116183707	LOC116183707
LOC116183770	LOC116183770
LOC116183775	LOC116183775
LOC116183780	LOC116183780
LOC110471371	LOC110471371
LOC110471372	LOC110471372
LOC110471375	LOC110471375
LOC110472127	RDS2
LOC110472135	LOC110472135
LOC110472154	LOC110472154
LOC110472155	LOC110472155
LOC110472156	PLA2G4E_2
LOC110472157	PLA2G4E_1
LOC110472158	PLA2G4E_1
LOC110472159	PLA2G4E_0
LOC110472162	LOC110472162
LOC110472163	LOC110472163
LOC110472164	LOC110472164
LOC110472165	LOC110472165
LOC110472175	LOC110472175
LOC110473986	LOC110473986
LOC110473989	LOC110473989
LOC110473995	LGALSL-A
LOC110473996	RDH12
LOC110474003	SRSF4
LOC110475249	ODF3
LOC110475250	LOC110475250
LOC110475251	LOC110475251
LOC110475252	LOC110475252
LOC110475253	ANGPT4_0
LOC110475255	LOC110475255
LOC110475256	LOC110475256
LOC110475257	LOC110475257
LOC110475258	LOC110475258
LOC110475264	LOC110475264
LOC110475272	SCG5
LOC110475281	LOC110475281
LOC110475290	LOC110475290
LOC110475291	LOC110475291
LOC110475293	LOC110475293
LOC110475294	LOC110475294
LOC110475296	LOC110475296
LOC110475306	DTD2
LOC110475307	LOC110475307
LOC110476072	ADAM20
LOC110476077	DESI2
LOC110476078	LOC110476078
LOC110476084	PLEKHD1_1
LOC110476192	LOC110476192
LOC110476406	LOC110476406
LOC110476416	LOC110476416
LOC110477177	LOC110477177
LOC110477178	DTD2_1
LOC110477179	LOC110477179
LOC110477190	LOC110477190
LOC110477204	LOC110477204
LOC110477242	LOC110477242
LOC110477248	LOC110477248
LOC110477254	SLIRP
LOC110477265	LOC110477265
LOC110477266	LOC110477266
LOC110477270	LOC110477270
LOC110477271	LOC110477271
LOC110477272	LOC110477272
LOC110479663	LOC110479663
LOC110481167	A1AT2
LOC110481170	SERPINA1
LOC110481180	LOC110481180
LOC116183669	LOC116183669
LOC116183670	LOC116183670
LOC116183671	LOC116183671
LOC116183672	LOC116183672
LOC116183673	LOC116183673
LOC116183675	LOC116183675
LOC116183676	LOC116183676
LOC116183678	LOC116183678
LOC116183679	LOC116183679
LOC116183681	LOC116183681
LOC116183682	LOC116183682
LOC116183683	LOC116183683
LOC116183709	LOC116183709
LOC116183710	LOC116183710
LOC116183711	LOC116183711
LOC116183712	LOC116183712
LOC116183713	LOC116183713
LOC116183714	LOC116183714
LOC116183721	LOC116183721
LOC116183722	LOC116183722
LOC116183723	LOC116183723
LOC116183724	LOC116183724
LOC116183725	LOC116183725
LOC116183726	LOC116183726
LOC116183727	LOC116183727
LOC116183728	LOC116183728
LOC116183730	LOC116183730
LOC116183731	LOC116183731
LOC116183732	LOC116183732
LOC116183733	LOC116183733
LOC116183734	LOC116183734
LOC116183735	LOC116183735
LOC116183736	LOC116183736
LOC116183740	LOC116183740
LOC116183741	LOC116183741
LOC116183742	LOC116183742
LOC110468053	LOC110468053
LOC110468054	LOC110468054
LOC110468060	LOC110468060
LOC110468062	FTL
LOC110468063	LOC110468063
LOC110468065	LOC110468065
LOC110468074	LDHA
LOC110468077	LOC110468077
LOC110468080	CYP2R1
LOC110468083	LOC110468083
LOC110468085	LOC110468085
LOC110468087	LOC110468087
LOC110468644	PRR33
LOC110468657	LOC110468657
LOC110468659	LOC110468659
LOC110468661	MUC5AC_1
LOC110468663	NT5C1A
LOC110468674	LOC110468674
LOC110468677	LOC110468677
LOC110469112	CYB5R2
LOC110469115	LOC110469115
LOC110469127	LOC110469127
LOC110469129	LOC110469129
LOC110469131	LOC110469131
LOC110469132	LOC110469132
LOC110469133	LOC110469133
LOC110469629	LOC110469629
LOC110469635	LOC110469635
LOC110470105	LOC110470105
LOC110470116	LOC110470116
LOC110472033	LOC110472033
LOC110472043	LOC110472043
LOC110472047	LOC110472047
LOC110472054	TMEM178B
LOC110472087	TMEM263_0
LOC110472089	LOC110472089
LOC110472097	LOC110472097
LOC110472101	CHST9
LOC110472108	TMEM151B_1
LOC110472112	PLA2G4B
LOC110472113	ACOT1
LOC110472146	LOC110472146
LOC110472147	LOC110472147
LOC110472148	ASTL
LOC110472151	UVS2
LOC110472153	PLA2G4E_0
LOC110473831	LOC110473831
LOC110473832	LOC110473832
LOC110473833	LOC110473833
LOC110475128	LOC110475128
LOC110478302	LOC110478302
LOC110478306	DKK3
LOC110479021	NAV2_1
LOC110481007	DNAH8_0
LOC110484447	USP6NL
LOC110484448	HRAS
LOC110484450	LOC110484450
LOC110484461	MUC5AC_0
LOC110484470	LOC110484470
LOC110484475	MUC5B
LOC110484477	LOC110484477
LOC110484493	LOC110484493
LOC116183684	LOC116183684
LOC116183685	LOC116183685
LOC116183686	LOC116183686
LOC116183687	LOC116183687
LOC116183688	LOC116183688
LOC116183689	LOC116183689
LOC116183690	LOC116183690
LOC116183691	LOC116183691
LOC116183693	LOC116183693
LOC116183715	LOC116183715
LOC116183743	LOC116183743
LOC116183744	LOC116183744
LOC116183746	LOC116183746
LOC116183747	LOC116183747
LOC116183748	LOC116183748
LOC116183749	LOC116183749
LOC116183750	LOC116183750
LOC116183751	LOC116183751
LOC116183752	LOC116183752
LOC116183753	LOC116183753
LOC116183755	LOC116183755
LOC116183757	LOC116183757
LOC116183758	LOC116183758
LOC116183759	LOC116183759
LOC116183760	LOC116183760
LOC116183761	LOC116183761
LOC116183762	LOC116183762
LOC116183763	LOC116183763
LOC116183764	LOC116183764
LOC116183765	LOC116183765
LOC116183766	LOC116183766
LOC116183771	LOC116183771
LOC116183772	LOC116183772
LOC116183773	LOC116183773
LOC116183774	LOC116183774
LOC116183777	LOC116183777
LOC116183778	LOC116183778
LOC116183779	LOC116183779
LOC110467545	RERG_1
LOC110467547	LOC110467547
LOC110467549	LOC110467549
LOC110467550	LOC110467550
LOC110467552	LOC110467552
LOC110467559	INCENP_0
LOC110467566	LOC110467566
LOC110467570	LOC110467570
LOC110467575	PRLHR_1
LOC110467576	PCMT1_1
LOC110469881	DDX21_1
LOC110469886	HKDC1
LOC110469887	HK1
LOC110469891	H2AFY2
LOC110469892	LOC110469892
LOC110469893	PSAP
LOC110469900	LOC110469900
LOC110469903	DDX21_0
LOC110469904	LOC110469904
LOC110469908	LOC110469908
LOC110471696	LOC110471696
LOC110473002	LOC110473002
LOC110473036	LOC110473036
LOC110473060	LOC110473060
LOC110473099	LOC110473099
LOC110473236	LOC110473236
LOC110473327	NDNF
LOC110473328	LOC110473328
LOC110473331	LOC110473331
LOC110473332	LOC110473332
LOC110473544	LOC110473544
LOC110473557	SYT15
LOC110474006	LIPA
LOC110474007	LIPM_0
LOC110474008	LIPM_1
LOC110474015	LIPM_1
LOC110475024	ECD
LOC110476532	LOC110476532
LOC110477787	MTTP_0
LOC110481260	NLRP3
LOC110484917	GOLGB1_0
LOC110484930	LOC110484930
LOC110484932	LOC110484932
LOC110484933	MRGPRH_1
LOC110484934	LOC110484934
LOC110484935	LOC110484935
LOC110484945	PGA
LOC110484950	CYB561A3
LOC110484982	UBE2L6
LOC110485004	ALDH3B1
LOC110485005	FNTB
LOC110485017	CABP2
LOC110485021	FADS1_2
LOC110485022	FADS1_1
LOC110485024	BEST1
LOC110485025	OR4C12
LOC110485026	LOC110485026
LOC110485027	LOC110485027
LOC110485029	LOC110485029
LOC110485031	LOC110485031
LOC110485033	MRGPRH_2
LOC110485035	LOC110485035
LOC110485038	GLYATL3_0
LOC110485039	GLYATL3_1
LOC110485048	LOC110485048
LOC110485049	GIF
LOC110485050	SP15
LOC110485054	LOC110485054
LOC110485057	MBP1
LOC110485058	LOC110485058
LOC110485066	LOC110485066
LOC110485068	LOC110485068
LOC110485075	MS4A12
LOC110485078	ACNAT2
LOC116183119	LOC116183119
LOC116183694	LOC116183694
LOC116183695	LOC116183695
LOC116183697	LOC116183697
LOC116183698	LOC116183698
LOC116183717	LOC116183717
LOC116183718	LOC116183718
LOC116183719	LOC116183719
LOC116183720	LOC116183720
LOC116183767	LOC116183767
LOC116183769	LOC116183769
LOC116183776	LOC116183776
LOC116183781	LOC116183781
LOC116183782	LOC116183782
LOC116183783	LOC116183783
LOC116183784	LOC116183784
LOC116183794	LOC116183794
LOC116183795	LOC116183795
LOC116183797	LOC116183797
LOC116183798	LOC116183798
LOC116183799	LOC116183799
LOC116183800	LOC116183800
LOC116183801	LOC116183801
LOC116183802	LOC116183802
LOC116183803	LOC116183803
LOC116183820	LOC116183820
LOC110468244	LOC110468244
LOC110468258	LOC110468258
LOC110468274	LOC110468274
LOC110468442	LOC110468442
LOC110468450	ADAM9_0
LOC110468452	DMBT1
LOC110468453	DMBT1
LOC110468532	LOC110468532
LOC110468609	LOC110468609
LOC110468610	LOC110468610
LOC110468611	LOC110468611
LOC110468616	LOC110468616
LOC110468619	TDCB
LOC110468629	LOC110468629
LOC110468631	LOC110468631
LOC110468633	LOC110468633
LOC110468634	SFTPA1_0
LOC110468636	LOC110468636
LOC110469996	LOC110469996
LOC110470002	LOC110470002
LOC110470005	PLEKHA1
LOC110473552	TIMM23
LOC110473579	GSTO1
LOC110473583	CYP17A1
LOC110473606	GABRP_1
LOC110473608	SORCS1
LOC110473616	SLC2A9_0
LOC110473617	PROM1A_0
LOC110473622	VENT1B
LOC110473636	LOC110473636
LOC110473688	COX15
LOC110473689	ATP6V0E2_0
LOC110473696	HS3ST1_1
LOC110473697	LOC110473697
LOC110473701	LOC110473701
LOC110473703	DUSP11
LOC110473705	LOC110473705
LOC110474086	RAP1GDS1_0
LOC110474091	TSPAN14
LOC110474113	PNLIPRP3
LOC110474114	LOC110474114
LOC110474116	LOC110474116
LOC110475029	ABCG2
LOC110475042	CYP2H1
BLOC1S2	BLOC1S2
LOC110475131	MSMB
LOC110475239	LOC110475239
LOC110475500	FRA10AC1
LOC110475579	BMP7_1
LOC110475590	LIPM_0
LOC110475622	IFIT5
LOC110475630	LOC110475630
LOC110475644	LOC110475644
LOC110475659	CYP26C1
LOC110475679	ANXA8
LOC110475721	LOC110475721
LOC110475813	CYP26A1
LOC110477036	LOC110477036
LOC110477039	OPSO
LOC110477040	LOC110477040
LOC110478376	LOC110478376
LOC110478377	LOC110478377
LOC110478378	LOC110478378
LOC110479898	LOC110479898
LOC110480032	UGT8
LOC110480038	LOC110480038
LOC110480062	PRSS12_1
LOC110480068	DUSP13_1
LOC110480084	LOC110480084
LOC110480306	CYP2G1
LOC110480314	LOC110480314
LOC110480774	LOC110480774
LOC110480879	DUSP13_0
LOC110480899	DUSP13_2
LOC110480919	SAMD8_1
LOC110481813	LOC110481813
LOC110483618	PLEKHA1
LOC116183117	LOC116183117
LOC116183785	LOC116183785
LOC116183786	LOC116183786
LOC116183787	LOC116183787
LOC116183790	LOC116183790
LOC116183791	LOC116183791
LOC116183792	LOC116183792
LOC116183793	LOC116183793
LOC116183804	LOC116183804
LOC116183805	LOC116183805
LOC116183806	LOC116183806
LOC116183807	LOC116183807
LOC116183808	LOC116183808
LOC116183809	LOC116183809
LOC116183810	LOC116183810
LOC116183811	LOC116183811
LOC116183812	LOC116183812
LOC116183813	LOC116183813
LOC116183814	LOC116183814
LOC116183815	LOC116183815
LOC116183816	LOC116183816
LOC116183818	LOC116183818
LOC116183819	LOC116183819
LOC110468312	LZTR1_0
LOC110468316	LOC110468316
LOC110468322	CYP27C1
LOC110468323	LOC110468323
LOC110468346	BCS1L
LOC110468366	MYO10_1
LOC110468371	LOC110468371
LOC110468377	LOC110468377
LOC110468379	CXCR1
LOC110468382	CYP27A1
LOC110468389	RACGAP1_1
LOC110468399	LOC110468399
LOC110468407	MNX1
LOC110468413	GJC1
LOC110469642	LOC110469642
LOC110469652	SCN1A
LOC110469653	LOC110469653
LOC110469658	SCN2A_2
LOC110469661	LOC110469661
LOC110471089	CYP20A1
LOC110471090	AAD-A
LOC110471097	ICOS
LOC110472759	LOC110472759
LOC110472777	CCDC173_0
LOC110472778	LOC110472778
LOC110472785	LOC110472785
LOC110473502	LOC110473502
LOC110473507	LOC110473507
LOC110473509	LOC110473509
LOC110474095	LOC110474095
LOC110475020	LOC110475020
LOC110475447	LOC110475447
LOC110475449	LOC110475449
LOC110475451	AHR_0
LOC110475456	UGT1A1
LOC110477385	LOC110477385
LOC110478809	LOC110478809
LOC110479767	LOC110479767
LOC110479768	BKJ
LOC110479921	LOC110479921
LOC110479923	LOC110479923
LOC110482848	CYBRD1
LOC110482849	LOC110482849
LOC110482853	LOC110482853
LOC110482867	LOC110482867
LOC110482868	LOC110482868
LOC110482877	LOC110482877
LOC110482887	LOC110482887
LOC110482888	LOC110482888
LOC110482898	PPP1R9A
LOC110482905	LOC110482905
LOC110482906	LOC110482906
LOC110482908	LOC110482908
LOC110482909	LOC110482909
LOC110482913	LOC110482913
LOC110484605	MOB4
LOC110484610	LOC110484610
LOC110484612	LOC110484612
LOC110484624	BIRC5.1
LOC110484625	CASP8_1
LOC116183113	LOC116183113
LOC116183822	LOC116183822
LOC116183823	LOC116183823
LOC116183824	LOC116183824
LOC116183825	LOC116183825
LOC116183826	LOC116183826
LOC116183827	LOC116183827
LOC116183828	LOC116183828
LOC116183829	LOC116183829
LOC116183830	LOC116183830
LOC116183831	LOC116183831
LOC116183840	LOC116183840
LOC116183841	LOC116183841
LOC116183842	LOC116183842
LOC116183843	LOC116183843
LOC116183844	LOC116183844
LOC116183845	LOC116183845
LOC116183846	LOC116183846
LOC116183847	LOC116183847
LOC116183848	LOC116183848
LOC116183850	LOC116183850
LOC116183851	LOC116183851
LOC116183852	LOC116183852
LOC116183853	LOC116183853
LOC116183854	LOC116183854
LOC116183855	LOC116183855
LOC116183856	LOC116183856
LOC116183857	LOC116183857
LOC116183858	LOC116183858
LOC116183859	LOC116183859
LOC116183860	LOC116183860
LOC116183861	LOC116183861
LOC116183862	LOC116183862
LOC116183863	LOC116183863
LOC116183872	LOC116183872
LOC116183873	LOC116183873
LOC116183874	LOC116183874
LOC116183875	LOC116183875
LOC116183876	LOC116183876
LOC116183877	LOC116183877
LOC110467785	LOC110467785
LOC110467787	LOC110467787
LOC110467800	LOC110467800
LOC110467827	LOC110467827
LOC110467829	LOC110467829
LOC110467888	LOC110467888
LOC110467926	LOC110467926
LOC110468276	LMLN
LOC110468277	LOC110468277
LOC110468278	GPD1L
LOC110468281	TGFBR2_0
LOC110468292	LOC110468292
LOC110468297	LOC110468297
LOC110468304	MYOM
LOC110470232	LOC110470232
LOC110470304	LOC110470304
LOC110470309	LOC110470309
LOC110470316	LOC110470316
LOC110470321	LOC110470321
LOC110470605	LOC110470605
LOC110473135	LOC110473135
LOC110477491	LOC110477491
LOC110477495	GPR88
LOC110478437	LOC110478437
LOC110478438	LOC110478438
LOC110478439	BRINP3
LOC110478440	LOC110478440
LOC110478906	PHPT1_1
LOC110478922	LOC110478922
LOC110478940	LOC110478940
LOC110478943	LOC110478943
LOC110478945	LOC110478945
LOC110478952	TOR1AIP2
LOC110478959	LOC110478959
LOC110478960	PDE4DIP
LOC110478970	LOC110478970
LOC110478972	SELP
LOC110478977	LOC110478977
LOC110478978	LOC110478978
LOC110478982	LOC110478982
LOC110478991	TOR1AIP1
LOC110478992	ADAMTSL2
LOC110478997	LOC110478997
LOC110479003	LOC110479003
LOC110479011	LOC110479011
LOC110479015	LOC110479015
LOC110479554	LOC110479554
LOC110479558	LOC110479558
LOC110479603	LOC110479603
LOC110479605	LOC110479605
LOC110479613	LOC110479613
LOC110479796	LOC110479796
LOC110479802	LOC110479802
LOC110479805	LOC110479805
LOC110479824	LOC110479824
LOC110479830	LOC110479830
LOC110479839	LOC110479839
LOC110479912	AMYP
LOC110479950	LOC110479950
LOC110479968	LOC110479968
LOC110480605	LOC110480605
LOC110480607	PARP14_0
LOC110480615	LOC110480615
LOC110480616	HNMT
LOC110480619	LOC110480619
LOC110480621	VWDE_0
LOC110480627	HTR5B
LOC110484220	AMY2A
LOC116183832	LOC116183832
LOC116183833	LOC116183833
LOC116183834	LOC116183834
LOC116183835	LOC116183835
LOC116183836	LOC116183836
LOC116183837	LOC116183837
LOC116183838	LOC116183838
LOC116183839	LOC116183839
LOC116183864	LOC116183864
LOC116183865	LOC116183865
LOC116183866	LOC116183866
LOC116183867	LOC116183867
LOC116183868	LOC116183868
LOC116183870	LOC116183870
LOC116183871	LOC116183871
LOC116183878	LOC116183878
LOC116183893	LOC116183893
LOC116183894	LOC116183894
LOC116183895	LOC116183895
LOC116183896	LOC116183896
LOC116183897	LOC116183897
LOC116183898	LOC116183898
LOC116183900	LOC116183900
LOC116183920	LOC116183920
LOC116183921	LOC116183921
LOC116183923	LOC116183923
LOC116183924	LOC116183924
LOC116183930	LOC116183930
LOC116183931	LOC116183931
LOC116183933	LOC116183933
LOC116183934	LOC116183934
LOC116183936	LOC116183936
LOC110467626	LOC110467626
LOC110467650	LOC110467650
LOC110467701	LOC110467701
LOC110467789	LDLRAD1_0
LOC110467931	LOC110467931
LOC110467949	LOC110467949
LOC110467957	LOC110467957
LOC110468047	LOC110468047
LOC110468049	LOC110468049
LOC110468052	HCCS
LOC110468132	LOC110468132
LOC110468364	LOC110468364
LOC110468594	LOC110468594
LOC110468605	LOC110468605
LOC110468626	LOC110468626
LOC110468760	VTG2_0
LOC110468769	VTG2_1
LOC110468816	UOX
LOC110469569	PTCH1
LOC110469590	HECTD3
LOC110469696	PIK3R3
LOC110469736	LOC110469736
LOC110469765	UQCRH
LOC110469769	VDHAP
LOC110469780	FAAH_0
LOC110469847	CYP4B1_1
LOC110469854	CYP4B1_0
LOC110469882	BEND5
LOC110470112	COA7
LOC110470183	LOC110470183
LOC110470257	LOC110470257
LOC110470270	RDH8_0
LOC110470327	LOC110470327
LOC110470332	LOC110470332
LOC110470372	LOC110470372
LOC110470376	LOC110470376
LOC110470385	LOC110470385
LOC110470390	MCOLN2
LOC110470431	LOC110470431
LOC110470436	VTG1
LOC110470445	LOC110470445
LOC110470481	KLF4
LOC110470519	LOC110470519
LOC110470530	LOC110470530
LOC110470548	RBP
LOC110470593	LOC110470593
LOC110470613	LOC110470613
LOC110473229	LOC110473229
LOC110473252	IL23R
LOC110473253	LOC110473253
LOC110473255	CTH_1
LOC110476723	LDLRAD1_1
LOC110476744	CYB5RL
LOC110477033	LOC110477033
LOC110477035	LOC110477035
LOC110477061	LOC110477061
LOC110477143	LOC110477143
LOC110477149	LOC110477149
LOC110477300	LRRC42_0
LOC110477319	LOC110477319
LOC110477326	LOC110477326
LOC116183116	LOC116183116
LOC116183123	LOC116183123
LOC116183879	LOC116183879
LOC116183880	LOC116183880
LOC116183881	LOC116183881
LOC116183882	LOC116183882
LOC116183883	LOC116183883
LOC116183884	LOC116183884
LOC116183885	LOC116183885
LOC116183886	LOC116183886
LOC116183887	LOC116183887
LOC116183889	LOC116183889
LOC116183890	LOC116183890
LOC116183901	LOC116183901
LOC116183902	LOC116183902
LOC116183903	LOC116183903
LOC116183904	LOC116183904
LOC116183905	LOC116183905
LOC116183906	LOC116183906
LOC116183907	LOC116183907
LOC116183908	LOC116183908
LOC116183909	LOC116183909
LOC116183912	LOC116183912
LOC116183913	LOC116183913
LOC116183914	LOC116183914
LOC116183915	LOC116183915
LOC116183916	LOC116183916
LOC116183917	LOC116183917
LOC116183919	LOC116183919
LOC116183922	LOC116183922
LOC116183925	LOC116183925
LOC116183926	LOC116183926
LOC116183927	LOC116183927
LOC116183928	LOC116183928
LOC116183932	LOC116183932
LOC116183935	LOC116183935
LOC116183937	LOC116183937
LOC116183938	LOC116183938
LOC116183939	LOC116183939
LOC110473241	LOC110473241
LOC110473256	CTH_0
LOC110473865	LRRC15
LOC110473866	GP5
LOC110473869	LOC110473869
LOC110473875	LOC110473875
LOC110473876	LOC110473876
LOC110473888	PLSCR5
LOC110473889	PLSCR2
LOC110473890	LOC110473890
LOC110473891	LOC110473891
LOC110473915	BDH1
LOC110473918	MFI2
LOC110473922	LOC110473922
LOC110473923	LOC110473923
LOC110473927	LOC110473927
LOC110473934	LOC110473934
LOC110473950	LOC110473950
LOC110476119	LOC110476119
LOC110476132	LOC110476132
LOC110476134	MLF1_0
LOC110476602	LOC110476602
LOC110476604	LOC110476604
LOC110476610	OCX32
LOC110476621	SCHIP1
LOC110476623	MLF1_1
LOC110477122	LOC110477122
LOC110477133	TNNI3K
LOC110477400	HSPB7_1
LOC110477411	MUL1A
LOC110477472	ALPI
LOC110477490	LOC110477490
LOC110477604	LOC110477604
LOC110477963	CYP2J2
LOC110478029	KCNMB2
LOC110478035	LOC110478035
LOC110478143	PHR
LOC110478185	LOC110478185
LOC110478194	PHF13_1
LOC110478200	LOC110478200
LOC110478209	LOC110478209
LOC110478217	CYP2J6_0
LOC110478223	LOC110478223
LOC110478280	LOC110478280
LOC110478356	TUBA3A
LOC110478368	LOC110478368
LOC110480343	LOC110480343
LOC110480348	LOC110480348
LOC110480357	LOC110480357
LOC110480359	LOC110480359
LOC110480370	LOC110480370
LOC110480374	LOC110480374
LOC110480379	LOC110480379
LOC110483634	LOC110483634
LOC110483639	GUCY1B2
LOC110483645	LOC110483645
LOC110483646	LOC110483646
LOC110483649	LOC110483649
LOC110483651	LOC110483651
LOC110483655	LOC110483655
LOC110483656	LOC110483656
LOC116183891	LOC116183891
LOC116183892	LOC116183892
LOC116183929	LOC116183929
LOC116183940	LOC116183940
LOC116183941	LOC116183941
LOC116183942	LOC116183942
LOC116183943	LOC116183943
LOC116183944	LOC116183944
LOC116183945	LOC116183945
LOC116183946	LOC116183946
LOC116183948	LOC116183948
LOC116183949	LOC116183949
LOC116183950	LOC116183950
LOC116183951	LOC116183951
LOC116183952	LOC116183952
LOC116183953	LOC116183953
LOC116183954	LOC116183954
LOC116183955	LOC116183955
LOC116183956	LOC116183956
LOC116183957	LOC116183957
LOC116183959	LOC116183959
LOC116183960	LOC116183960
LOC116183961	LOC116183961
LOC116183964	LOC116183964
LOC116183971	LOC116183971
LOC116183972	LOC116183972
LOC116183973	LOC116183973
LOC116183974	LOC116183974
LOC116183975	LOC116183975
LOC116183976	LOC116183976
LOC116183983	LOC116183983
LOC116183984	LOC116183984
LOC116183985	LOC116183985
LOC116183986	LOC116183986
LOC116183987	LOC116183987
LOC116183988	LOC116183988
LOC116183989	LOC116183989
LOC116183990	LOC116183990
LOC116183991	LOC116183991
LOC110468199	LOC110468199
LOC110469102	LOC110469102
LOC110471404	TARSL2
LOC110471408	LOC110471408
LOC110471409	LOC110471409
LOC110471410	CHRNA7_1
LOC110471412	LOC110471412
LOC110471426	MCEE_1
LOC110471428	LOC110471428
LOC110474060	AIRE
LOC110474064	LOC110474064
LOC110474068	PPP2R3A
LOC110474085	LOC110474085
